Temperature,Humidity,WindSpeed,Pressure,Rain
32.483570765056164,64.42638934753765,13.377530620813706,1008.158541843168,0
29.308678494144075,43.960590648414495,15.97311560713273,998.6982127051532,0
33.23844269050346,60.92923203816876,18.655058781206264,1012.7301071749439,0
37.61514928204013,46.65988592747889,0.40275697898579654,989.2535996245363,0
28.829233126383322,88.49411260055334,3.0756741102643237,1009.0804321739573,1
28.8293152152541,96.86128155786824,17.723425881119862,1010.1602528229516,1
37.896064077536955,44.338988515476316,9.170371243740307,1017.9460038294521,0
33.837173645764544,97.30691243750209,11.29181277866927,1019.7362224942784,0
27.65262807032524,71.3545959602047,13.260544074462947,1004.9643038109228,0
32.712800217929825,57.973940677232434,13.581332089912747,1008.4938598537007,0
27.682911535937688,44.61172451656981,18.634808066330166,1002.3387916938933,0
27.671351232148716,70.03745608422507,19.938988348233394,998.719374451923,0
31.20981135783017,87.67093266944492,14.403149218618804,1013.0989477938064,0
20.43359877671101,82.42518863600189,5.744424184103016,997.264144514034,1
21.375410837434835,43.01356068783843,17.595048045886873,1005.8537309942814,0
27.188562353795135,44.374110122074214,0.9844182908152321,1000.0482604010076,0
24.93584439832788,64.17239695795823,4.6216170574899245,1015.4968318629026,0
31.571236662976368,57.717429642876596,17.947714349274296,1028.0143009926649,0
25.459879622393945,53.94305938336287,5.123830288787099,996.9841201719667,0
22.938481493323543,56.86026993452282,4.41302119243497,991.4698151710243,0
37.32824384460777,88.20896459781308,2.762505862804945,1008.7511311464993,0
28.871118497567323,95.75368321791123,17.18223515293833,1010.1569779595776,1
30.33764102343962,64.30616167165398,10.001165183821733,1012.186593067573,0
22.87625906893272,94.36666012794981,13.497864061083096,1005.5367948476566,1
27.278086377374088,59.28974207487292,4.781327681500594,1007.9936070117457,0
30.55461294854933,68.5862191806275,15.16080842022433,1013.675104105406,0
24.245032112888488,53.56173986895998,15.20011089924197,1020.4043089264484,0
31.87849009172836,78.42856253055064,6.251960498166003,990.4495122968171,1
26.996806550405974,98.73886691048853,8.213652660205657,1006.3106056096854,1
28.541531251033618,76.20958576260273,4.193805548604017,1012.1380879394106,0
26.991466938853016,61.46884504681293,19.531220466458088,1000.8202389538926,0
39.26139092254469,78.86904675943171,12.912051541168232,1027.311696317673,0
29.93251387631033,47.375240707923254,18.69087761431031,1003.6459011977126,0
24.711445355220498,93.31954481592392,6.067710872582664,1009.5870731299271,1
34.11272456051594,70.18503704679019,15.637818259937795,1015.5602209684229,0
23.895781750144888,66.96098452237852,15.31717287769484,1004.087152111981,0
31.044317975023777,75.15188730721115,13.83311303733083,991.5342695219558,1
20.201649380601122,77.48703176736414,19.31277950533601,1005.7134547308347,1
23.359069755507846,44.30654837359078,7.871106722126311,1020.2944055592704,0
30.984306179345616,80.95703327340414,2.614346471795146,1006.6310487321487,1
33.69233289997705,54.515900818931776,13.434177184881214,1001.5356569854102,0
30.85684140594985,82.83715795039538,14.586196009544123,1019.2567220950273,0
29.421758588058797,89.3520876630518,11.501211469176294,1006.6922510397694,1
28.494481522053555,88.23751045315122,4.136357862667925,1004.8983918634979,1
22.607390048162863,73.15005804447335,10.089118833387108,1011.4945608966331,0
26.400778958026457,71.21019353864507,6.243794731382588,1017.7075020961879,0
27.696806145201062,48.5725576803647,8.54933056333378,1033.8171353173254,0
35.285611131094576,86.52076902418813,12.904371516893278,1018.2723610765743,0
31.71809144784231,56.28456282680286,14.90429485381669,1021.5983996638835,0
