Feature1,Feature2,True_Label,Cluster
-8.413395949316797,6.935165454942587,3,3
-5.766484133137309,-6.4311707226662085,2,1
-6.042136822368686,-6.766101506157329,2,1
3.9508374869177354,0.6984031297435442,1,2
4.250491809182694,-0.2815447457364275,1,2
-6.794107503805643,-6.477221174981061,2,1
5.210175612737046,2.8890483018664668,1,2
-5.505135679097548,-6.360376879428958,2,1
-6.543755990054278,-4.833898948315181,2,1
6.449642285990636,0.7477661774598778,1,2
5.146282829340905,1.3553542347570309,1,2
-5.986541728006499,7.232531694776772,3,3
-2.210608079692545,8.11396081246013,0,0
-5.502152282147801,-9.235860498710712,2,1
-5.960466333557416,-8.46023293803643,2,1
-5.059980641182495,-6.66753422281609,2,1
-3.684077561557106,8.531193853889809,0,0
-1.6885515512976932,8.710997149547481,0,0
-1.0465180229261235,8.793700055945113,0,0
5.130269896874346,1.6445188907274355,1,2
4.587851505147929,2.324491782745513,1,2
-8.232732621131095,7.287229505912329,3,3
-9.300379182914622,8.493013713902712,3,3
-12.021110105148903,6.411789934857055,3,3
3.7051680465909547,1.13995400520035,1,2
4.723466204661143,3.614456961647155,1,2
-3.5587858850416287,9.335255994299654,0,0
-3.5245806235116883,9.931800561459623,0,0
-6.609785964421052,-4.792106163759048,2,1
5.04045423503199,3.3076158773758877,1,2
-6.224219936531745,-5.094140181096435,2,1
-9.012343191264035,-4.628109115342717,2,1
-6.917167629268986,-5.653460144475516,2,1
-1.7262852746274038,9.4597631380481,0,0
-4.2356879891862045,9.57783315571683,0,0
-8.397990858386066,5.288650208563595,3,3
-7.750412365858354,-5.997241986645032,2,1
3.807079546188304,4.794905288101617,1,2
-8.07152385734854,9.38401073324314,3,3
-8.77292408707733,9.866099476144832,3,3
7.462915580940652,3.9912997531731986,1,2
-7.856754196572942,-7.605938344357429,2,1
3.9084695001193612,1.3243324022113008,1,2
-9.340490754795821,6.718050220635708,3,3
7.413312978646119,3.663017228262368,1,2
-4.871812736110458,5.069067422905974,3,0
-3.485161476735491,8.283598052551277,0,0
4.78887729437194,3.1002503689984158,1,2
-11.651086461104628,7.496062034219829,3,3
4.534630269040131,-0.5182717163332553,1,2
-7.883236299141145,-5.320252562181832,2,1
-1.159797809902874,9.475235409513235,0,0
5.252257969799809,-0.5807057224160284,1,2
-9.997644258371423,7.934101346185506,3,3
-1.4417753059194154,7.327322990441518,0,0
-12.041839077604052,12.030145715988693,3,3
-4.102653193641908,9.724674774151094,0,0
-1.222708188249721,8.77437833325318,0,0
-3.956582813922907,10.043363318195981,0,0
-4.370768610894715,-6.251581079226879,2,1
-7.781678657078091,-6.400436692062141,2,1
-3.501877320205332,10.292936130392658,0,0
-6.920584000416168,-8.28001153188574,2,1
-7.854476591841369,7.615627207576866,3,3
3.570610162212355,2.1328150254785774,1,2
0.7067185109352385,9.965164661675338,0,0
-8.210865457854421,-7.536297043761063,2,1
-7.604406884600331,-4.519129448340897,2,1
3.9706036864059318,-0.8611414124775645,1,2
-3.3038379287033086,9.784187277868355,0,0
-7.958287054423098,6.611167430564916,3,3
-3.1842958302716156,9.94856102671957,0,0
3.720695800501522,1.3916173440367556,1,2
-6.987029080272366,-6.935942948040709,2,1
6.116362433942977,1.6521864176024685,1,2
-9.56244303990906,5.893530003110635,3,3
5.662716070667568,4.743230672544782,1,2
-2.3931451615813226,7.722359826205926,0,0
5.434585103101026,4.1355226149275826,1,2
-3.9877866925560657,9.770355901475089,0,0
-8.745422044238197,-7.919467389969808,2,1
-2.378627020695493,8.56577510249952,0,0
-4.110628267126642,8.800716900666382,0,0
-2.9061828729096844,13.094539878082749,0,0
6.250326461017759,0.43339673482414165,1,2
-8.272677165782731,7.279628694971236,3,3
-7.7158648686630205,-8.934814062644563,2,1
-5.022202584000817,-6.848202228171854,2,1
-2.8880498501424907,7.142611355251047,0,0
-2.1228720369686034,8.902617254549071,0,0
-3.9814605996246764,9.707441339593228,0,0
-0.347287689453577,6.860492901429162,0,0
5.4163673669317856,0.8845539642105336,1,2
3.1336676860999995,0.8214733362845394,1,2
-7.638414903722936,4.899057002843821,3,3
3.8634618876738442,2.3088516113990796,1,2
-9.276044660009326,4.978736702453718,3,3
-1.6289119823523448,12.29996956691329,0,0
2.5286112941513696,0.8064446525544191,1,2
-8.058611381913195,-8.876959023612613,2,1
4.920028982943719,0.8400952854107482,1,2
-10.052733036518479,7.959614482194838,3,3
-9.031134023794406,4.500749347252245,3,3
-6.4388152791873665,10.247139884761157,0,3
-7.012589975397765,9.605496993382381,3,3
2.2640246009995164,3.113791668157178,1,2
6.770635208212884,1.1170502433165175,1,2
-1.2889217969982456,7.167989653547389,0,0
-6.138581911727162,-6.4890989445400855,2,1
-3.2001557794924316,10.599969467526694,0,0
-6.568153141772814,8.26974044233087,3,3
-5.501012466669617,-7.315521409558924,2,1
3.0182838448282556,2.8970730943571277,1,2
5.722386932292954,0.2795920271148882,1,2
8.30850680565334,2.167001456903573,1,2
5.0055799068849,1.1270517378356395,1,2
-7.130309761830888,-6.456239667543497,2,1
-10.193880547731203,7.810061838081108,3,3
-5.741234306471123,-6.4583224573218825,2,1
4.125847445107578,1.4160083849470448,1,2
-2.0877098214502015,8.08023684846743,0,0
-8.010574074451284,-7.301122208576108,2,1
-9.851095169097583,7.1067449094254265,3,3
4.580546105443119,2.995420729999669,1,2
-8.8781096455096,6.000710938657127,3,3
-6.70025663853004,-8.33971300459828,2,1
3.9057196724507683,3.53941099954434,1,2
-9.302141372210805,6.195288307112828,3,3
-6.8063370856627134,-6.819222056470123,2,1
2.9557958038846532,2.546784303216808,1,2
-4.46590187381003,10.018794951443379,0,0
-7.199791497546582,-4.644020388001019,2,1
4.906430337627982,-0.02984685412442012,1,2
-7.829467204831913,10.173345817841525,3,3
5.874634712170973,2.083146634723338,1,2
-6.011448297734097,9.638388207906987,3,0
-1.4014977530596346,9.271338549983277,0,0
-6.542949463311312,-5.309462139357715,2,1
3.988134495079628,1.509411498737773,1,2
4.565683271749452,2.9853989221906376,1,2
-3.3932447584690673,10.288689273729858,0,0
-3.2799979990577905,7.425465845364894,0,0
-8.004921057630838,7.457893937381576,3,3
-10.026957638135952,6.861580621040143,3,3
-10.682652148314636,8.068571750353486,3,3
5.883987208003335,-1.343533279571096,1,2
3.683798145268325,3.75669448060206,1,2
-2.561265277610615,7.261269071769023,0,0
-3.5868639549314043,8.694115400630551,0,0
-2.7010740102739,7.580975467297683,0,0
-2.3715564582494966,6.032932756296982,0,0
-8.58563629223159,9.299919218910642,3,3
-6.064226959259622,-7.4360310914051055,2,1
-7.672552213775905,-6.000563565143307,2,1
-5.078899416689066,11.04509468944644,0,0
4.956405037032029,1.8281000161351435,1,2
-3.2372429447964053,9.137097337277805,0,0
5.379855687549435,2.250423869483043,1,2
4.993300673390951,3.1294674747711824,1,2
-8.626998386269204,4.670863867154425,3,3
-6.397591367975861,-6.24722846192302,2,1
-4.309642233636414,8.512534274436899,0,0
2.1985651794033574,2.045297103932805,1,2
-9.633935250806214,-6.118122602907131,2,1
-0.060580667155297085,6.869074061257372,0,0
-4.296152868856723,9.999116541149066,0,0
7.4098343302996,0.36804253445150303,1,2
-4.416604450946716,-5.365383959261996,2,1
-7.637713468794487,8.454959910219065,3,3
-5.079006329234632,-7.8654510117330405,2,1
4.505275294797261,4.133345507114941,1,2
-1.200716667971733,9.28929913680585,0,0
-4.781984216350579,11.064597529365109,0,0
5.525861082266565,3.6362250548150934,1,2
-2.188057006857444,7.14567796013034,0,0
-7.886245553793356,8.988072678433038,3,3
-4.803217963385492,-6.034245913197407,2,1
-8.888172742602702,7.011347629589894,3,3
-6.591553516416223,-7.343784289579698,2,1
-9.130690177165032,9.0241780607993,3,3
5.260031191063653,4.788363402777831,1,2
2.623203069676686,0.5951917642144346,1,2
-3.995002110748783,8.164839533794163,0,0
-5.901142873531141,-9.24469782875232,2,1
-2.5629366817176775,11.36125161191933,0,0
-6.143164763693893,-5.77779291420122,2,1
5.775361761196129,0.5899216976742938,1,2
-12.474688147045423,8.649591010040277,3,3
-3.2170954217369,10.64771202364937,0,0
-5.862738384142366,-7.6119767054945005,2,1
4.634475027592249,0.23562265015191786,1,2
-1.4739816354860813,8.412455420369568,0,0
5.013954361794235,4.339349603585943,1,2
2.304935075942246,2.8821846109591913,1,2
-2.521156585027676,11.234202336533361,0,0
-7.149252380477758,7.246432330115974,3,3
-4.2883124360002025,-6.225624088764898,2,1
-5.217352966044995,-8.439968483964243,2,1
-6.723325535223456,-6.97399928512523,2,1
-9.641320035566894,7.187722992042462,3,3
-3.2216155897941845,8.034292279337754,0,0
-3.747065133980179,-7.089494035508707,2,1
3.973438946113934,2.5391204235080105,1,2
-3.7793882001553576,6.742015291169524,0,0
6.961136638223194,4.666986193584014,1,2
3.6459431978093315,2.829067686830471,1,2
-6.071493202481716,-8.261119982894996,2,1
-3.3049493444685414,8.150558767231301,0,0
5.045564074897859,1.8978125197670266,1,2
-9.269117791448775,-6.219397486335348,2,1
-4.628487505199804,-5.604776980105707,2,1
-8.01890138463046,7.33315632021511,3,3
-8.44684098218282,-9.829644477339949,2,1
-8.362513851877646,-8.535493569099604,2,1
5.627695245237347,4.988476492090257,1,2
-1.8434684808334074,10.176237208342327,0,0
-6.902591964910763,-6.011172343874314,2,1
-2.527567782323122,7.6684045709695745,0,0
-10.689851064455894,6.434826526769362,3,3
5.6872138066484865,2.5633977620733566,1,2
-8.92066875756044,7.751854027785188,3,3
-9.778403593520958,8.61711312407284,3,3
-4.4878695963138115,-8.150551615753438,2,1
-1.973674394105179,7.9749217353073405,0,0
-9.090543484513194,6.615387048953012,3,3
-2.536967327041335,8.581298169818114,0,0
4.235066433288044,0.505024110267271,1,2
-7.402605392763059,-7.40399614975359,2,1
-8.673451784204047,-6.213205590945735,2,1
-3.668435444859108,8.659058218088308,0,0
-2.0650172074558863,9.405869036468156,0,0
-8.937478905548303,-9.300451690091059,2,1
-4.065066854542435,8.72877811107291,0,0
-10.606887443375713,9.105041998191048,3,3
-7.139234927577075,-6.856741021903745,2,1
-8.085139043105865,-4.421434385109846,2,1
